Acc_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type
200501BS00001,1,9,0,18,0,0,0,0,0,0,1,1,15,2,10,-1,-1,-1,7,1
200501BS00002,1,11,0,4,0,3,0,0,0,0,4,1,1,1,7,8268,2,3,-1,-1
200501BS00003,1,11,0,17,0,0,0,4,0,0,4,1,1,1,6,8300,2,5,2,1
200501BS00003,2,9,0,2,0,0,0,0,0,0,3,1,15,1,9,1762,1,6,1,1
200501BS00004,1,9,0,18,0,0,0,0,0,0,1,1,15,2,8,1769,1,4,2,1
200501BS00005,1,3,0,18,0,0,1,10,0,0,1,1,15,1,8,85,1,10,-1,-1
200501BS00006,1,9,0,5,0,0,0,0,0,0,0,1,15,1,8,2976,1,1,4,1
200501BS00006,2,3,0,18,0,0,0,0,0,0,0,1,15,2,6,124,1,2,1,1
200501BS00007,1,3,0,18,0,1,0,4,0,0,1,1,15,1,6,-1,-1,-1,-1,-1
200501BS00007,2,9,0,2,0,1,0,0,0,0,2,1,15,1,7,4266,1,4,6,1
200501BS00009,1,9,0,18,0,0,0,0,1,0,1,1,15,1,10,5343,1,16,6,1
200501BS00010,1,9,0,18,0,8,0,0,0,0,2,1,15,1,6,1998,1,13,3,1
200501BS00010,2,9,0,9,0,8,0,0,0,0,1,1,15,2,8,-1,-1,-1,5,1
200501BS00011,1,11,0,9,0,8,0,0,0,0,0,1,1,1,7,8268,2,2,2,1
200501BS00011,2,90,0,18,0,8,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
200501BS00012,1,9,0,18,0,8,0,0,0,0,1,1,15,1,6,1988,1,6,4,1
200501BS00014,1,9,0,9,0,8,0,0,0,0,1,1,15,2,4,1124,1,8,8,1
200501BS00014,2,3,0,18,0,8,0,0,0,0,1,1,15,2,4,124,1,1,-1,-1
200501BS00015,1,9,0,9,0,3,0,0,0,0,1,1,15,2,8,1360,1,2,3,1
200501BS00016,1,9,0,18,0,8,0,7,7,1,1,1,15,1,6,698,1,2,7,1
200501BS00016,2,9,0,7,0,8,0,0,0,0,0,1,15,1,6,2148,2,4,4,1
200501BS00017,1,5,0,18,0,0,0,0,0,0,1,1,15,1,7,1171,1,2,8,1
200501BS00018,1,11,0,18,0,1,0,0,0,0,4,1,1,1,9,7300,2,1,3,1
200501BS00019,1,5,0,18,0,8,0,0,0,0,1,1,15,1,8,599,1,6,5,1
200501BS00019,2,9,0,9,0,8,0,0,0,0,3,2,15,1,7,-1,-1,-1,8,1
200501BS00020,1,9,0,9,0,8,0,0,0,0,3,1,15,1,6,1998,1,7,6,1
200501BS00020,2,3,0,18,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,2,1
200501BS00021,1,5,0,13,0,0,0,0,0,0,1,1,15,1,6,599,1,1,7,1
200501BS00021,2,9,0,6,0,0,0,0,0,0,3,1,15,1,6,1995,2,5,10,1
200501BS00022,1,9,0,18,0,1,0,0,0,0,1,1,15,1,6,1997,1,1,5,1
200501BS00023,1,3,0,18,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1
200501BS00024,1,9,0,7,0,8,0,0,0,0,1,1,15,2,7,2792,1,6,9,1
200501BS00024,2,1,0,17,0,8,0,0,0,0,3,1,15,2,5,-1,-1,-1,7,1
200501BS00025,1,9,0,9,0,8,0,0,0,0,1,1,15,1,7,1587,1,10,1,1
200501BS00025,2,5,0,18,0,8,0,0,0,0,1,1,15,1,9,740,1,11,4,1
200501BS00028,1,3,0,18,0,8,0,0,0,0,3,1,15,1,7,120,1,4,10,1
200501BS00028,2,19,0,9,0,8,0,0,0,0,1,1,15,1,-1,1998,2,-1,-1,-1
200501BS00029,1,9,0,18,0,8,0,0,0,0,1,1,15,1,8,-1,-1,-1,2,1
200501BS00029,2,9,0,9,0,8,0,0,0,0,4,1,15,1,9,1951,2,1,2,1
200501BS00031,1,9,0,18,0,2,0,0,0,0,1,1,15,1,7,1192,1,-1,3,1
200501BS00032,1,1,0,18,0,0,0,0,0,0,3,1,15,1,8,-1,-1,-1,-1,-1
200501BS00032,2,9,0,18,0,0,0,0,0,0,4,1,15,3,-1,1998,1,7,-1,-1
200501BS00033,1,9,0,3,0,1,0,0,0,0,2,1,15,1,6,1796,1,3,7,1
200501BS00033,2,9,0,18,0,1,0,0,0,0,1,1,15,1,-1,1996,1,11,-1,-1
200501BS70001,1,4,0,13,0,2,0,0,0,0,1,1,15,2,6,398,1,14,1,1
200501BS70001,2,9,0,6,0,2,0,0,0,0,3,1,15,1,7,1991,1,8,10,1
200501BS70002,1,9,0,18,0,1,0,0,0,0,2,1,15,1,7,-1,-1,-1,-1,-1
200501BS70002,2,5,0,18,0,1,0,0,0,0,1,1,15,2,6,645,1,4,5,1
200501BS70003,1,3,0,18,0,8,0,0,0,0,1,1,15,1,5,124,1,3,2,1
200501BS70003,2,5,0,18,0,8,0,0,0,0,4,1,15,1,6,-1,-1,-1,3,1
200501BS70004,1,1,0,16,0,1,0,0,0,0,0,1,15,1,6,-1,-1,-1,4,1
200501BS70004,2,9,0,9,0,8,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70005,1,4,0,18,0,1,1,0,0,0,1,1,15,1,7,244,1,1,3,1
200501BS70005,2,9,0,18,0,1,0,0,0,0,2,1,15,1,7,1598,1,1,7,1
200501BS70006,1,3,0,18,0,8,0,0,0,0,4,1,15,2,5,124,1,8,2,1
200501BS70006,2,9,0,18,0,8,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70007,1,9,0,18,0,8,0,0,0,0,3,1,15,1,8,1985,1,9,2,1
200501BS70007,2,9,0,18,0,8,0,0,0,0,3,1,15,1,7,-1,-1,-1,2,1
200501BS70007,3,9,0,18,0,8,0,0,0,0,3,1,15,2,6,1590,1,6,6,1
200501BS70007,4,19,0,18,0,8,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70008,1,9,0,18,0,8,0,0,0,0,2,1,15,1,6,1597,1,9,1,1
200501BS70008,2,9,0,9,0,8,0,0,0,0,1,1,15,1,-1,1117,1,18,-1,-1
200501BS70009,1,9,0,7,0,0,0,0,0,0,1,1,15,2,7,1998,2,1,6,1
200501BS70009,2,1,0,18,0,0,0,0,0,0,3,1,15,1,7,-1,-1,-1,2,1
200501BS70010,1,1,0,18,0,0,0,0,0,0,3,1,15,1,8,-1,-1,-1,4,1
200501BS70010,2,9,0,11,0,0,0,0,0,0,4,1,15,3,-1,1242,1,8,-1,-1
200501BS70011,1,9,0,3,0,8,0,0,0,0,2,1,15,1,7,1596,1,8,3,1
200501BS70011,2,9,0,4,0,8,0,0,0,0,1,1,15,1,5,1587,1,3,9,1
200501BS70012,1,3,0,18,0,0,0,0,0,0,1,1,15,1,6,100,1,4,-1,-1
200501BS70012,2,9,0,11,0,0,0,0,0,0,4,1,15,1,9,-1,-1,-1,9,1
200501BS70013,1,9,0,18,0,8,0,0,0,0,1,1,15,1,7,1595,1,3,2,1
200501BS70014,1,5,0,7,0,8,0,0,0,0,1,1,15,1,7,599,1,3,6,1
200501BS70014,2,9,0,7,0,8,0,0,0,0,2,1,15,1,5,1796,1,1,8,2
200501BS70016,1,9,0,18,0,0,0,0,0,0,0,1,15,1,6,1598,1,3,4,1
200501BS70017,1,8,0,18,0,8,0,0,0,0,2,1,15,1,7,2664,2,3,2,1
200501BS70017,2,11,0,18,0,8,0,0,0,0,1,1,1,1,9,-1,2,39,-1,-1
200501BS70018,1,5,0,15,0,0,0,0,0,0,1,1,15,1,6,599,1,1,1,1
200501BS70018,2,9,0,3,0,0,0,0,0,0,4,1,15,1,10,1994,1,1,6,1
200501BS70019,1,9,0,4,0,0,0,0,0,0,2,1,15,2,6,1840,1,7,5,1
200501BS70019,2,9,0,18,0,0,0,0,0,0,1,1,15,1,10,1488,1,18,5,1
200501BS70020,1,1,0,9,0,8,0,0,0,0,3,1,15,2,9,-1,-1,-1,-1,-1
200501BS70020,2,3,0,18,0,8,0,0,0,0,1,1,15,1,8,124,1,2,-1,-1
200501BS70021,1,11,0,3,0,0,0,0,0,0,0,1,15,1,6,8300,2,5,4,1
200501BS70023,1,9,0,18,0,8,0,0,0,0,1,1,15,1,4,1493,1,10,2,1
200501BS70023,2,9,0,18,0,8,0,0,0,0,1,1,15,1,5,-1,-1,-1,5,1
200501BS70025,1,9,0,18,0,8,0,0,0,0,1,1,15,2,8,1994,1,10,2,1
200501BS70025,2,9,0,18,0,8,0,0,0,0,1,1,15,2,6,1390,1,8,7,1
200501BS70027,1,1,0,3,0,1,0,0,0,0,2,1,15,1,-1,-1,-1,-1,4,1
200501BS70027,2,19,0,4,0,1,0,0,0,0,1,1,15,1,5,2151,2,1,6,1
200501BS70028,1,11,0,5,0,0,0,0,0,0,0,1,1,1,7,9640,2,41,2,1
200501BS70029,1,5,0,18,0,0,0,0,0,0,1,1,15,1,5,599,1,7,3,1
200501BS70030,1,21,1,18,0,1,0,0,0,0,4,1,15,1,9,11946,2,8,8,3
200501BS70030,2,1,0,18,0,1,0,0,0,0,3,1,15,2,7,-1,-1,-1,7,1
200501BS70031,1,11,0,18,0,2,0,0,0,0,4,1,1,1,6,-1,-1,-1,3,1
200501BS70032,1,9,0,18,0,2,0,0,0,0,1,1,15,1,8,-1,-1,-1,7,1
200501BS70033,1,8,0,18,0,1,0,0,0,0,1,1,15,1,9,2664,2,12,5,1
200501BS70034,1,1,0,18,0,8,0,0,0,0,3,1,15,1,3,-1,-1,-1,-1,-1
200501BS70034,2,9,0,18,0,8,0,0,0,0,1,1,15,1,6,1990,1,21,-1,-1
200501BS70036,1,9,0,18,0,8,0,0,0,0,4,1,15,1,7,1598,1,5,1,1
200501BS70036,2,9,0,18,0,8,0,0,0,0,1,1,15,1,-1,1796,1,9,7,1
200501BS70037,1,9,0,18,0,8,0,0,0,0,1,1,15,2,9,1998,1,8,2,1
200501BS70038,1,5,0,18,0,0,0,0,0,0,4,1,15,1,7,599,1,7,-1,-1
200501BS70038,2,19,0,18,0,0,0,0,0,0,3,1,15,1,5,1870,2,-1,3,1
200501BS70038,3,9,0,18,0,0,0,0,0,0,3,1,15,1,9,-1,-1,-1,4,1
200501BS70039,1,9,0,18,0,8,0,0,0,0,3,1,15,1,5,1124,1,4,5,1
200501BS70039,2,9,0,9,0,8,0,0,0,0,4,1,15,1,-1,1495,1,9,6,1
200501BS70040,1,9,0,12,0,0,0,0,0,0,1,1,15,1,10,2495,2,3,2,1
200501BS70040,2,1,0,18,0,0,0,0,0,0,2,1,15,2,9,-1,-1,-1,4,1
200501BS70041,1,3,0,18,0,0,0,0,0,0,3,1,15,1,4,85,1,7,2,1
200501BS70042,1,9,0,3,0,0,0,0,0,0,2,1,15,1,6,-1,-1,-1,6,1
200501BS70042,2,9,0,4,0,0,0,0,0,0,1,1,15,1,6,-1,-1,-1,1,1
200501BS70043,1,9,0,18,0,8,0,0,0,0,1,1,15,1,6,3175,1,-1,6,1
200501BS70043,2,9,0,18,0,8,0,0,0,0,1,1,15,1,-1,1998,1,8,-1,-1
200501BS70043,3,9,0,2,0,8,0,0,0,0,4,1,15,3,6,1397,1,2,-1,-1
200501BS70043,4,9,0,2,0,8,0,0,0,0,2,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70044,1,9,0,9,0,8,0,0,0,0,3,1,15,1,4,-1,-1,-1,2,1
200501BS70044,2,3,0,18,0,8,0,0,0,0,1,1,15,1,6,124,1,1,6,1
200501BS70045,1,9,0,9,0,8,0,0,0,0,1,1,15,1,9,1761,1,12,-1,-1
200501BS70046,1,9,0,2,0,0,0,0,0,0,1,1,15,2,7,2799,1,9,7,1
200501BS70047,1,3,0,18,0,8,0,0,0,0,1,1,15,1,7,125,1,2,-1,-1
200501BS70047,2,9,0,6,0,8,0,0,0,0,1,1,15,1,7,1985,1,16,7,1
200501BS70048,1,3,0,18,0,8,0,0,0,0,4,1,15,2,7,124,1,1,8,1
200501BS70048,2,9,0,9,0,8,0,0,0,0,0,1,15,1,7,2597,1,4,-1,-1
200501BS70049,1,8,0,9,0,8,0,0,0,0,0,1,15,1,9,2664,2,6,10,1
200501BS70050,1,9,0,18,0,8,0,0,0,0,1,1,15,1,8,-1,-1,-1,6,1
200501BS70050,2,9,0,18,0,8,0,0,0,0,3,1,15,2,6,-1,-1,-1,4,1
200501BS70050,3,1,0,9,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,4,1
200501BS70051,1,9,0,18,0,8,0,0,0,0,1,1,15,3,-1,1905,2,8,-1,-1
200501BS70052,1,9,0,18,0,0,0,0,0,0,1,1,15,2,6,1396,1,5,4,1
200501BS70053,1,3,0,13,0,8,1,0,0,0,2,1,15,1,5,125,1,1,2,1
200501BS70054,1,9,0,18,0,2,0,0,0,0,4,1,15,2,7,-1,-1,-1,5,1
200501BS70054,2,1,0,15,0,2,0,0,0,0,3,1,15,1,6,-1,-1,-1,7,1
200501BS70055,1,20,0,18,0,1,0,0,0,0,1,1,15,1,6,-1,2,2,2,1
200501BS70056,1,11,0,4,0,8,0,0,0,0,0,1,15,1,8,-1,-1,-1,-1,-1
200501BS70058,1,9,0,18,0,8,0,0,0,0,1,1,15,2,11,1600,1,6,5,1
200501BS70058,2,1,0,18,0,8,0,0,0,0,4,1,15,1,8,-1,-1,-1,-1,-1
200501BS70060,1,9,0,3,0,8,0,0,0,0,2,1,15,1,7,-1,-1,-1,5,1
200501BS70060,2,9,0,4,0,8,0,0,0,0,1,1,15,1,-1,1781,1,11,-1,-1
200501BS70061,1,19,0,7,0,2,0,0,0,0,0,1,15,1,5,2963,2,3,6,1
200501BS70061,2,3,0,18,0,2,0,0,0,0,0,1,15,1,6,124,1,1,5,1
200501BS70062,1,9,0,6,0,1,0,0,0,0,3,1,15,1,7,-1,-1,-1,3,1
200501BS70062,2,5,0,18,0,1,0,0,0,0,1,1,15,1,5,749,1,8,2,1
200501BS70063,1,2,0,18,0,8,0,0,0,0,0,1,15,2,6,49,1,3,-1,-1
200501BS70063,2,9,0,9,0,8,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70065,1,9,0,6,0,8,0,0,0,0,1,1,15,2,-1,1970,1,4,-1,-1
200501BS70065,2,1,0,18,0,8,0,0,0,0,3,1,15,1,8,-1,-1,-1,4,1
200501BS70066,1,2,0,14,0,0,0,8,0,0,4,1,15,1,6,49,1,2,7,1
200501BS70066,2,9,0,2,0,0,0,0,0,0,3,1,15,1,-1,1598,1,4,1,1
200501BS70067,1,9,0,9,0,8,0,0,0,0,1,1,15,1,7,-1,-1,-1,10,1
200501BS70067,2,1,0,18,0,8,0,0,0,0,1,1,15,2,6,-1,-1,-1,4,1
200501BS70068,1,9,0,18,0,8,0,0,0,0,1,1,15,1,6,1997,1,11,6,1
200501BS70068,2,9,0,18,0,8,0,0,0,0,1,1,15,2,5,1242,1,3,2,1
200501BS70069,1,19,0,9,0,8,0,0,0,0,1,1,15,1,8,1870,2,-1,4,1
200501BS70070,1,9,0,18,0,8,0,0,0,0,1,1,15,1,7,1997,2,2,3,1
200501BS70072,1,2,0,18,0,8,0,0,0,0,1,1,15,1,6,49,1,5,-1,-1
200501BS70073,1,8,0,18,0,1,0,0,0,0,1,1,15,1,6,-1,-1,-1,5,1
200501BS70073,2,1,0,18,0,1,0,0,0,0,2,1,15,1,10,-1,-1,-1,7,1
200501BS70074,1,9,0,18,0,0,2,0,0,0,1,1,15,1,7,3246,1,1,-1,-1
200501BS70075,1,11,0,2,0,8,0,0,0,0,0,1,1,1,-1,7300,2,2,-1,-1
200501BS70076,1,1,0,12,0,1,0,0,0,0,1,1,15,1,6,-1,-1,-1,5,1
200501BS70076,2,11,0,18,0,1,0,0,0,0,1,1,15,1,8,7300,2,4,1,1
200501BS70077,1,9,0,3,0,8,0,0,0,0,2,1,15,2,7,3950,1,2,7,1
200501BS70077,2,19,0,4,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,4,1
200501BS70078,1,9,0,9,0,8,0,0,0,0,1,1,15,1,8,-1,-1,-1,1,1
200501BS70078,2,1,0,9,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,2,1
200501BS70079,1,5,0,18,0,8,0,0,0,0,1,1,15,1,7,645,1,3,7,1
200501BS70079,2,3,0,18,0,8,0,0,0,0,1,1,15,1,7,125,1,2,7,1
200501BS70079,3,9,0,18,0,8,0,0,0,0,1,1,15,1,7,-1,-1,-1,4,1
200501BS70080,1,9,0,18,0,8,0,0,0,0,1,1,15,2,7,4660,1,5,-1,-1
200501BS70080,2,9,0,3,0,8,0,0,0,0,2,1,15,1,6,1900,2,5,4,1
200501BS70080,3,9,0,3,0,8,0,0,0,0,2,1,15,2,7,3199,1,5,5,1
200501BS70082,1,4,0,18,0,0,0,0,0,0,1,1,15,2,5,399,1,11,-1,-1
200501BS70083,1,9,0,18,0,0,0,0,0,0,4,1,15,1,5,1360,1,1,-1,-1
200501BS70084,1,1,0,18,0,8,0,0,0,0,1,1,15,1,7,-1,-1,-1,3,1
200501BS70084,2,8,0,6,0,8,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70085,1,5,0,18,0,0,0,0,0,0,0,1,15,1,6,988,1,3,4,1
200501BS70085,2,21,0,18,0,0,0,0,0,0,1,1,15,1,7,7790,2,2,5,1
200501BS70086,1,9,0,10,0,8,0,0,0,0,2,1,15,1,7,1985,1,15,3,1
200501BS70086,2,9,0,18,0,8,0,0,0,0,1,1,15,1,6,1896,2,2,1,1
200501BS70087,1,9,0,18,0,8,0,0,0,0,1,1,15,1,8,954,1,12,3,1
200501BS70087,2,9,0,9,0,8,0,0,0,0,1,1,15,1,8,-1,-1,-1,10,1
200501BS70088,1,11,0,3,0,8,0,0,0,0,0,1,15,1,8,8268,2,3,4,1
200501BS70088,2,9,0,18,0,8,0,0,0,0,1,1,15,1,7,5998,1,1,8,1
200501BS70089,1,9,0,18,0,8,0,0,0,0,1,1,15,2,9,1895,1,4,6,1
200501BS70089,2,1,0,7,0,8,0,0,0,0,2,1,15,2,7,-1,-1,-1,4,1
200501BS70090,1,4,0,18,0,1,0,0,0,0,1,1,15,1,8,-1,-1,-1,7,1
200501BS70091,1,19,0,9,0,8,0,0,0,0,1,1,15,1,5,1686,2,2,3,1
200501BS70091,2,9,0,2,0,8,0,0,0,0,1,1,15,2,7,1796,1,6,2,1
200501BS70092,1,9,0,2,0,0,0,0,0,0,3,1,15,2,8,1998,1,7,7,1
200501BS70092,2,9,0,2,0,0,0,0,0,0,2,1,15,2,7,-1,-1,-1,9,1
200501BS70092,3,3,0,18,0,0,0,0,0,0,1,1,15,1,-1,124,1,5,-1,-1
200501BS70093,1,5,0,3,0,8,0,0,0,0,2,1,15,1,6,-1,-1,-1,2,1
200501BS70093,2,8,0,18,0,8,0,0,0,0,1,1,15,1,-1,2664,2,14,-1,-1
200501BS70094,1,3,0,18,0,8,0,0,0,0,0,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70095,1,5,0,18,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,7,1
200501BS70096,1,3,0,13,0,0,0,0,0,0,1,1,15,1,6,124,1,2,8,1
200501BS70096,2,9,0,12,0,0,0,0,0,0,3,1,15,1,7,-1,-1,-1,4,1
200501BS70097,1,9,0,18,0,8,0,0,0,0,1,1,15,2,8,1332,1,8,3,1
200501BS70098,1,9,0,18,0,8,0,0,0,0,1,1,15,1,8,-1,-1,-1,6,1
200501BS70099,1,11,0,4,0,8,0,0,0,0,0,1,15,1,6,8268,2,3,2,1
200501BS70100,1,9,0,18,0,0,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70101,1,1,0,18,0,2,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70102,1,9,0,5,0,8,0,0,0,0,3,1,15,2,8,1781,1,12,-1,-1
200501BS70102,2,5,0,18,0,8,0,0,0,0,1,1,15,1,11,-1,-1,-1,-1,-1
200501BS70105,1,9,0,9,0,8,0,0,0,0,3,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70105,2,1,0,18,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,-1,-1
200501BS70107,1,2,0,18,0,1,0,0,0,0,1,1,15,1,6,49,1,1,1,1
200501BS70107,2,9,0,6,0,2,0,0,0,0,4,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70108,1,9,0,3,0,8,0,0,0,0,2,1,15,1,7,1242,1,3,5,1
200501BS70108,2,9,0,18,0,8,0,0,0,0,1,1,15,1,-1,1800,1,5,-1,-1
200501BS70109,1,9,0,18,0,8,0,0,0,0,3,1,15,1,8,998,1,12,6,1
200501BS70109,2,9,0,18,0,8,0,0,0,0,1,1,15,1,9,-1,-1,-1,10,1
200501BS70110,1,8,0,3,0,8,0,0,0,0,2,1,15,1,9,-1,-1,-1,3,1
200501BS70110,2,9,0,18,0,8,0,0,0,0,1,1,15,1,4,1598,1,1,1,1
200501BS70111,1,19,0,10,0,8,0,0,0,0,3,1,15,1,7,2402,2,3,3,1
200501BS70111,2,4,0,18,0,1,1,0,0,0,1,1,15,1,5,399,1,13,2,1
200501BS70112,1,19,0,1,0,8,0,0,0,0,2,1,15,1,6,2151,2,2,7,1
200501BS70112,2,5,0,7,0,1,0,0,0,0,1,1,15,1,8,1130,1,1,7,3
200501BS70112,3,9,0,7,0,1,0,0,0,0,1,1,15,2,7,1896,2,-1,7,1
200501BS70113,1,11,0,5,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1
200501BS70114,1,9,0,1,0,8,0,0,0,0,2,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70115,1,9,0,16,0,8,0,0,0,0,3,1,15,1,10,4398,1,1,10,1
200501BS70115,2,9,0,16,0,8,0,0,0,0,3,1,15,2,6,-1,-1,-1,8,1
200501BS70115,3,9,0,9,0,8,0,0,0,0,4,1,15,1,5,1783,1,6,2,1
200501BS70116,1,9,0,9,0,8,0,0,0,0,1,1,15,2,4,-1,-1,-1,7,1
200501BS70116,2,1,0,18,0,8,0,0,0,0,1,1,15,2,6,-1,-1,-1,7,1
200501BS70117,1,5,0,18,0,8,0,0,0,0,1,1,15,1,6,618,1,3,6,1
200501BS70117,2,9,0,9,0,8,0,0,0,0,2,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70118,1,9,0,9,0,2,0,0,0,0,3,1,15,1,-1,1796,1,5,5,1
200501BS70119,1,9,0,18,0,1,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70121,1,9,0,9,0,8,0,0,0,0,3,1,15,1,10,1796,1,2,-1,-1
200501BS70121,2,2,0,18,0,8,0,0,0,0,1,1,15,1,7,49,1,3,3,1
200501BS70123,1,19,0,1,0,1,0,0,0,0,1,1,15,1,6,-1,-1,-1,-1,-1
200501BS70124,1,9,0,7,0,8,0,0,0,0,2,1,15,2,7,-1,-1,-1,2,1
200501BS70124,2,9,0,7,0,8,0,0,0,0,1,1,15,1,5,1988,1,3,7,1
200501BS70125,1,3,0,18,0,8,0,0,0,0,4,1,15,2,7,-1,-1,-1,8,1
200501BS70125,2,11,0,9,0,8,0,0,0,0,1,1,15,1,-1,4250,2,2,8,1
200501BS70126,1,9,0,18,0,8,0,0,0,0,1,1,15,1,7,-1,-1,-1,3,1
200501BS70126,2,1,0,18,0,8,0,0,0,0,1,1,15,1,3,-1,-1,-1,-1,-1
200501BS70127,1,19,0,5,0,1,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70128,1,9,0,7,0,8,0,0,0,0,3,1,15,2,8,1389,1,7,5,1
200501BS70128,2,1,0,18,0,8,0,0,0,0,2,1,15,2,6,-1,-1,-1,7,1
200501BS70129,1,9,0,18,0,8,0,0,0,0,1,1,15,1,7,1360,1,3,6,1
200501BS70130,1,9,0,13,0,1,0,0,0,0,1,1,15,1,6,2295,1,9,2,1
