Acc_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type
200501BS70130,2,5,0,6,0,1,0,0,0,0,3,1,15,1,6,1137,1,8,10,1
200501BS70131,1,9,0,18,0,1,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70132,1,9,0,18,0,0,0,0,0,0,1,1,15,1,-1,1598,1,6,-1,-1
200501BS70133,1,5,0,18,0,8,0,0,0,0,1,1,15,1,7,-1,-1,-1,7,1
200501BS70133,2,9,0,6,0,8,0,0,0,0,1,1,15,2,7,1396,1,13,3,1
200501BS70133,3,9,0,18,0,8,0,0,0,0,3,1,15,1,7,-1,-1,-1,2,1
200501BS70134,1,3,0,18,0,8,0,0,0,0,3,1,1,1,5,-1,-1,-1,3,1
200501BS70134,2,9,0,9,0,8,0,0,0,0,1,1,15,3,-1,1996,1,7,-1,-1
200501BS70135,1,11,0,4,0,0,0,0,0,0,4,1,15,1,9,-1,-1,-1,7,1
200501BS70136,1,9,0,18,0,2,0,0,0,0,4,1,15,1,6,1796,1,8,4,1
200501BS70136,2,1,0,18,0,8,0,0,0,0,1,1,15,1,5,-1,-1,-1,-1,-1
200501BS70137,1,10,0,9,0,8,0,0,0,0,1,1,15,1,8,1993,1,18,7,1
200501BS70137,2,1,0,15,0,8,0,0,0,0,1,1,15,1,7,-1,-1,-1,3,1
200501BS70140,1,3,0,18,0,8,0,0,0,0,1,1,15,2,7,124,1,6,3,1
200501BS70140,2,19,0,9,0,8,0,0,0,0,3,1,15,1,7,-1,-1,-1,6,1
200501BS70141,1,5,0,18,0,8,1,0,0,0,1,1,15,1,6,599,1,6,2,1
200501BS70141,2,9,0,9,0,8,0,0,0,0,1,1,15,1,5,1796,1,4,6,1
200501BS70142,1,5,0,18,0,8,0,0,0,0,3,1,15,1,6,645,1,2,5,2
200501BS70142,2,9,0,12,0,8,0,0,0,0,4,1,15,1,-1,1762,1,5,-1,-1
200501BS70144,1,9,0,11,0,8,0,0,0,0,4,1,15,1,8,1796,1,16,3,1
200501BS70144,2,9,0,12,0,8,0,0,0,0,3,1,15,1,6,-1,-1,-1,7,1
200501BS70145,1,9,0,9,0,2,0,0,0,0,1,1,15,2,6,-1,-1,-1,4,1
200501BS70148,1,9,0,1,0,0,0,0,0,0,2,1,15,1,5,-1,-1,-1,9,1
200501BS70149,1,8,0,18,0,0,0,0,0,0,1,1,1,1,6,2664,2,5,10,2
200501BS70149,2,1,0,11,0,0,0,0,0,0,2,1,15,1,3,-1,-1,-1,2,1
200501BS70151,1,9,0,9,0,8,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70152,1,9,0,10,0,2,0,0,0,0,1,1,15,1,5,1598,1,1,8,1
200501BS70152,2,3,0,18,0,2,0,0,0,0,3,1,15,1,7,124,1,9,7,1
200501BS70153,1,9,0,18,0,1,0,0,0,0,3,1,15,1,6,2171,1,3,8,1
200501BS70153,2,9,0,10,0,8,0,0,0,0,4,1,15,1,6,2494,1,7,-1,-1
200501BS70154,1,8,0,18,0,0,0,0,0,0,1,1,15,1,8,-1,-1,-1,10,1
200501BS70154,2,1,0,9,0,0,0,7,0,0,3,1,15,1,7,-1,-1,-1,-1,-1
200501BS70155,1,5,0,18,0,0,0,0,0,0,3,1,15,1,6,564,1,19,2,1
200501BS70155,2,9,0,18,0,0,0,0,0,0,4,1,15,2,8,4398,1,2,3,1
200501BS70156,1,5,0,18,0,8,0,0,0,0,1,1,15,1,6,599,1,5,8,3
200501BS70156,2,9,0,9,0,8,0,0,0,0,4,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70157,1,1,0,18,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,2,1
200501BS70157,2,9,0,7,0,8,0,0,0,0,1,1,15,2,6,1596,1,8,3,1
200501BS70158,1,1,0,14,0,1,0,0,0,0,1,1,15,1,9,-1,-1,-1,7,1
200501BS70158,2,19,0,2,0,1,0,0,0,0,3,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70160,1,1,0,18,4,1,0,0,0,0,1,1,15,2,6,-1,-1,-1,5,1
200501BS70160,2,9,0,3,0,1,0,0,0,0,4,1,15,1,10,-1,-1,-1,1,1
200501BS70161,1,9,0,9,0,8,0,0,0,0,4,1,15,2,9,1299,1,3,-1,-1
200501BS70161,2,3,0,18,0,8,0,0,0,0,1,1,15,2,7,124,1,10,2,1
200501BS70163,1,9,0,9,0,1,0,0,0,0,3,1,15,1,4,1396,1,9,4,1
200501BS70163,2,3,0,13,0,8,0,0,0,0,4,1,15,1,4,124,1,2,10,1
200501BS70164,1,9,0,9,0,8,0,0,0,0,4,1,15,1,6,1984,1,9,3,1
200501BS70164,2,3,0,18,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,2,1
200501BS70165,1,9,0,9,0,8,0,0,0,0,3,1,15,2,6,1799,1,9,7,1
200501BS70165,2,1,0,18,4,1,0,0,0,0,1,1,15,1,8,-1,-1,-1,6,1
200501BS70166,1,9,0,18,0,1,0,0,0,0,3,1,15,1,7,3199,1,6,6,1
200501BS70167,1,1,0,18,0,0,0,0,0,0,2,1,15,2,6,-1,-1,-1,3,1
200501BS70167,2,9,0,18,0,0,0,0,0,0,1,1,15,3,-1,3199,1,3,-1,-1
200501BS70167,3,8,0,2,0,0,0,0,0,0,0,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70168,1,9,0,3,0,1,0,0,0,0,2,1,15,2,7,-1,-1,-1,8,1
200501BS70168,2,9,0,18,0,1,0,0,0,0,1,1,15,2,7,1108,1,10,3,1
200501BS70169,1,9,0,18,0,0,0,0,0,0,4,1,15,1,5,1600,1,1,2,1
200501BS70170,1,3,0,18,0,0,0,0,0,0,1,1,15,1,7,85,1,4,1,1
200501BS70170,2,9,0,6,0,0,0,0,0,0,3,1,15,2,6,1391,1,13,2,1
200501BS70171,1,3,0,17,0,0,0,0,0,0,4,1,15,1,6,125,1,1,9,1
200501BS70171,2,9,0,12,0,0,0,0,0,0,1,1,15,1,-1,1998,1,4,-1,-1
200501BS70172,1,9,0,18,0,1,0,0,0,0,1,1,15,1,6,1970,1,7,2,1
200501BS70172,2,9,0,4,0,1,0,0,0,0,2,1,15,1,7,-1,-1,-1,2,1
200501BS70172,3,9,0,3,0,1,0,0,0,0,2,1,15,2,6,1587,1,6,10,1
200501BS70174,1,9,0,5,0,8,0,0,0,0,3,1,1,1,6,1800,1,6,3,1
200501BS70174,2,9,0,18,0,8,0,0,0,0,4,1,15,1,7,1905,2,9,1,1
200501BS70175,1,8,0,18,0,1,0,0,0,0,4,1,1,1,8,2446,2,5,4,1
200501BS70175,2,9,0,5,0,1,0,0,0,0,3,1,15,2,-1,-1,-1,-1,-1,-1
200501BS70176,1,1,0,18,0,8,0,0,0,0,0,1,15,2,6,-1,-1,-1,2,1
200501BS70176,2,19,0,9,0,8,0,0,0,0,0,1,15,1,7,-1,-1,-1,2,1
200501BS70177,1,5,0,18,0,0,0,0,0,0,4,1,15,1,8,-1,-1,-1,-1,-1
200501BS70177,2,9,0,6,0,0,0,0,0,0,3,1,15,1,-1,1998,1,7,2,1
200501BS70178,1,9,0,7,0,8,0,0,0,0,4,1,15,2,7,1242,1,4,1,1
200501BS70178,2,1,0,18,0,8,0,0,0,0,1,1,15,1,7,-1,-1,-1,4,1
200501BS70179,1,5,0,18,0,8,0,0,0,0,1,1,15,1,6,1298,1,2,3,1
200501BS70179,2,9,0,9,0,8,0,0,0,0,3,1,15,2,6,2979,1,3,7,1
200501BS70181,1,9,0,9,0,8,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70182,1,11,0,4,0,0,0,0,0,0,4,1,1,1,7,4250,2,7,-1,-1
200501BS70182,2,11,0,3,0,0,0,0,0,0,0,1,1,3,-1,-1,-1,-1,-1,-1
200501BS70183,1,5,0,18,0,1,0,0,0,0,-1,1,15,1,6,599,1,2,-1,-1
200501BS70183,2,9,0,9,0,8,0,0,0,0,-1,1,15,1,-1,1998,1,4,-1,-1
200501BS70185,1,19,0,5,0,0,0,0,0,0,0,1,15,1,-1,2402,2,3,6,1
200501BS70186,1,3,0,18,0,1,0,0,0,0,2,1,15,1,6,125,1,1,6,1
200501BS70186,2,9,0,11,0,1,0,0,0,0,4,1,15,1,7,2979,1,3,2,1
200501BS70187,1,9,0,18,0,0,0,0,0,0,1,1,15,1,7,-1,-1,-1,3,1
200501BS70188,1,8,0,6,2,2,0,0,0,0,3,1,15,1,6,2664,2,6,5,1
200501BS70188,2,1,0,18,2,2,0,0,0,0,4,1,15,1,6,-1,-1,-1,9,1
200501BS70189,1,19,0,7,0,1,0,0,0,0,1,1,15,1,7,2461,2,6,1,1
200501BS70189,2,1,0,18,0,1,0,0,0,0,1,1,15,2,5,-1,-1,-1,9,1
200501BS70190,1,9,0,9,0,8,0,0,0,0,1,1,15,1,7,2350,1,5,7,1
200501BS70190,2,5,0,18,0,8,0,0,0,0,1,1,15,1,-1,600,1,6,4,1
200501BS70191,1,11,0,9,0,2,0,0,0,0,1,1,1,1,5,730,2,1,1,1
200501BS70192,1,19,0,18,0,0,0,0,0,0,3,1,15,1,6,1896,2,8,5,1
200501BS70192,2,19,0,2,0,0,0,0,0,0,0,1,15,1,8,2299,2,7,8,2
200501BS70193,1,9,0,18,0,8,0,0,0,0,4,1,15,1,6,1497,8,-1,3,1
200501BS70193,2,1,0,18,0,8,0,0,0,0,0,1,15,1,2,-1,-1,-1,7,1
200501BS70194,1,11,0,18,0,8,0,0,0,0,1,1,15,1,7,7300,2,1,3,1
200501BS70194,2,9,0,18,0,8,0,0,0,0,1,1,15,1,9,1998,2,1,1,1
200501BS70195,1,3,0,13,0,8,0,0,0,0,4,1,15,1,7,124,1,2,9,1
200501BS70195,2,9,0,9,0,8,0,0,0,0,3,1,15,1,6,2500,1,5,2,1
200501BS70196,1,3,0,18,0,0,0,0,0,0,0,1,15,1,6,125,1,1,-1,-1
200501BS70197,1,3,0,9,0,8,0,0,0,0,1,1,15,1,8,125,1,4,7,1
200501BS70197,2,9,0,18,0,8,0,0,0,0,4,1,15,2,7,3200,1,2,4,1
200501BS70198,1,9,0,18,0,1,0,0,0,0,2,1,15,2,6,2962,1,16,8,1
200501BS70199,1,9,0,2,0,1,0,0,0,0,3,1,15,2,7,-1,-1,-1,4,1
200501BS70199,2,19,0,18,0,1,0,0,0,0,1,1,1,1,8,-1,-1,-1,3,1
200501BS70199,3,1,0,18,0,1,0,8,0,0,1,1,15,1,7,-1,-1,-1,2,1
200501BS70200,1,19,0,7,0,8,0,0,0,0,4,1,15,1,8,2151,2,2,2,1
200501BS70200,2,1,0,18,0,8,0,0,0,0,1,1,15,2,5,-1,-1,-1,5,1
200501BS70201,1,9,0,3,0,8,0,0,0,0,2,1,15,1,7,1799,1,6,8,1
200501BS70201,2,9,0,18,0,8,0,0,0,0,1,1,15,1,-1,1997,1,1,-1,-1
200501BS70202,1,9,0,4,0,0,0,0,0,0,2,1,15,2,7,1798,1,2,4,1
200501BS70202,2,9,0,18,0,0,0,0,0,0,1,1,15,1,-1,2283,2,5,2,1
200501BS70203,1,9,0,18,0,1,0,0,0,0,2,1,15,1,8,1997,1,14,2,1
200501BS70203,2,9,0,18,0,1,0,0,0,0,1,1,15,2,8,1986,1,17,3,1
200501BS70204,1,3,0,18,0,0,0,0,0,0,1,1,15,1,6,124,1,4,5,1
200501BS70204,2,19,0,6,0,0,0,0,0,0,4,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70205,1,8,0,18,0,0,0,0,0,0,4,1,15,1,7,2664,2,10,10,1
200501BS70206,1,4,0,18,0,2,0,0,0,0,4,1,15,1,7,198,1,2,2,1
200501BS70206,2,9,0,6,0,2,0,0,0,0,3,1,15,2,6,1299,1,1,-1,-1
200501BS70207,1,8,0,18,0,0,0,0,0,0,4,1,15,1,8,2664,2,4,5,1
200501BS70207,2,9,0,2,0,0,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70207,3,9,0,2,0,0,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70209,1,9,0,18,0,8,0,0,0,0,1,1,15,2,5,1242,1,1,3,1
200501BS70209,2,9,0,18,0,8,0,0,0,0,3,1,15,1,8,-1,-1,-1,10,1
200501BS70209,3,19,0,2,0,1,0,0,0,0,0,1,15,3,-1,2151,2,1,-1,-1
200501BS70210,1,9,0,18,0,0,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70211,1,9,0,18,0,8,0,0,0,0,4,1,15,2,6,-1,-1,-1,3,1
200501BS70211,2,9,0,18,0,8,0,0,0,0,1,1,15,2,6,-1,-1,-1,1,1
200501BS70212,1,5,0,11,0,0,0,0,0,0,3,1,15,1,5,937,1,9,7,1
200501BS70212,2,8,0,11,0,0,0,0,0,0,4,1,1,3,-1,-1,-1,-1,-1,-1
200501BS70214,1,11,0,18,0,2,0,0,0,0,4,1,1,3,-1,-1,-1,-1,-1,-1
200501BS70215,1,3,0,18,0,1,0,0,0,0,4,1,15,1,6,-1,-1,-1,4,1
200501BS70215,2,9,0,6,0,1,0,0,0,0,3,1,15,1,7,1998,1,5,3,1
200501BS70216,1,9,0,18,0,8,0,0,0,0,1,1,15,2,6,1905,2,7,-1,-1
200501BS70216,2,9,0,9,0,8,0,0,0,0,4,1,15,2,6,1000,1,5,6,1
200501BS70217,1,5,0,18,0,8,0,0,0,0,0,1,15,1,5,599,1,2,10,1
200501BS70217,2,9,0,12,0,8,0,0,0,0,0,1,15,1,-1,1598,1,4,-1,-1
200501BS70218,1,9,0,2,0,0,0,0,0,0,3,1,15,2,8,-1,-1,-1,4,1
200501BS70218,2,1,0,16,0,0,0,0,0,0,0,1,15,1,4,-1,-1,-1,6,1
200501BS70219,1,11,0,18,0,0,0,0,0,0,0,1,1,1,7,7300,2,4,1,1
200501BS70220,1,11,0,5,0,8,0,0,0,0,0,1,15,1,5,-1,2,39,4,1
200501BS70221,1,5,0,18,0,8,0,0,0,0,1,1,15,1,6,645,1,6,6,1
200501BS70221,2,9,0,9,0,8,0,0,0,0,1,1,15,1,7,1799,1,9,5,1
200501BS70223,1,9,0,4,0,1,0,0,0,0,2,1,15,1,8,2438,1,7,3,1
200501BS70223,2,9,0,18,0,1,0,0,0,0,1,1,15,1,6,-1,-1,-1,4,1
200501BS70224,1,9,0,18,0,0,0,0,0,0,1,1,15,1,7,1997,2,1,3,1
200501BS70225,1,9,0,9,0,8,0,0,0,0,1,1,15,2,7,1595,1,15,-1,-1
200501BS70225,2,4,0,18,0,1,0,0,0,0,1,1,15,1,6,-1,-1,-1,7,1
200501BS70226,1,9,0,11,0,0,0,0,0,0,4,1,15,1,7,-1,-1,-1,-1,-1
200501BS70226,2,9,0,18,0,0,0,0,0,0,1,1,15,1,-1,2304,2,17,-1,-1
200501BS70227,1,1,0,18,0,8,0,0,0,0,3,1,15,1,6,-1,-1,-1,3,1
200501BS70227,2,9,0,7,0,8,0,0,0,0,4,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70228,1,8,0,18,0,1,0,7,1,10,0,1,15,1,9,2664,2,7,8,1
200501BS70228,2,9,0,9,0,8,0,0,0,0,0,1,15,1,-1,1997,1,7,-1,-1
200501BS70229,1,9,0,2,0,8,0,0,0,0,3,1,15,1,7,3199,1,4,10,1
200501BS70229,2,1,0,18,0,8,0,8,0,0,4,1,15,1,5,-1,-1,-1,2,1
200501BS70230,1,9,0,9,0,8,0,0,0,0,0,1,15,1,8,1461,2,2,9,1
200501BS70230,2,3,0,7,0,8,0,0,0,0,1,1,15,1,-1,-1,-1,-1,5,1
200501BS70231,1,9,0,18,0,2,0,0,7,2,1,1,15,2,5,1598,1,2,7,1
200501BS70232,1,5,0,3,0,1,0,0,1,10,4,1,15,1,8,1130,1,1,6,1
200501BS70232,2,9,0,7,0,8,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70233,1,2,0,18,0,0,0,0,0,0,1,1,15,1,7,-1,-1,-1,6,1
200501BS70234,1,9,0,18,0,8,0,0,0,0,4,1,15,1,8,1596,1,11,2,1
200501BS70234,2,9,0,18,0,8,0,0,0,0,1,1,15,1,-1,1994,2,9,3,1
200501BS70235,1,11,0,18,0,1,0,0,0,0,4,1,1,1,7,-1,-1,-1,9,3
200501BS70235,2,1,0,18,0,1,0,0,1,0,3,1,15,1,5,-1,-1,-1,4,1
200501BS70236,1,5,0,18,0,8,0,0,0,0,1,1,15,1,5,599,1,9,2,1
200501BS70236,2,9,0,10,0,8,0,0,0,0,3,1,15,1,9,1905,2,11,3,1
200501BS70237,1,5,0,18,0,0,0,0,0,0,2,1,15,1,7,1188,1,9,9,1
200501BS70237,2,19,0,18,0,0,0,0,0,0,1,1,15,1,6,1998,2,2,1,1
200501BS70238,1,9,0,2,0,1,0,0,0,0,3,1,15,1,7,1229,1,-1,7,1
200501BS70238,2,1,0,18,0,1,0,0,0,0,1,1,15,1,6,-1,-1,-1,2,1
200501BS70239,1,8,0,16,0,1,0,0,0,0,4,1,1,1,7,2664,2,5,8,1
200501BS70240,1,9,0,18,0,8,0,0,0,0,1,1,15,1,7,2000,1,5,7,1
200501BS70240,2,1,0,18,0,8,0,0,0,0,1,1,15,1,5,-1,-1,-1,4,1
200501BS70241,1,8,0,18,0,1,0,0,1,0,0,1,1,1,7,2664,2,14,4,1
200501BS70243,1,9,0,3,0,0,0,0,0,0,2,1,15,1,7,1834,1,11,1,1
200501BS70243,2,19,0,18,0,0,0,0,0,0,2,1,15,1,8,2496,2,6,2,1
200501BS70244,1,9,0,4,0,8,0,10,3,2,1,1,15,2,6,1235,1,16,6,1
200501BS70245,1,9,0,9,0,8,0,0,0,0,4,1,15,1,9,-1,-1,-1,6,1
200501BS70245,2,3,0,18,0,8,0,0,0,0,1,1,15,1,5,-1,-1,-1,4,1
200501BS70247,1,9,0,7,0,8,0,0,0,0,1,1,15,2,4,1149,1,-1,5,1
200501BS70247,2,1,0,18,0,8,0,0,0,0,1,1,15,2,8,-1,-1,-1,-1,-1
200501BS70248,1,19,0,1,0,0,0,0,0,0,2,1,15,1,6,-1,-1,-1,5,1
200501BS70249,1,3,0,3,0,8,0,0,0,0,1,1,15,1,8,124,1,6,-1,-1
200501BS70249,2,9,0,18,0,8,0,0,0,0,1,1,15,1,6,1242,1,2,2,1
200501BS70250,1,11,0,2,0,0,0,0,0,0,0,1,15,1,8,7300,2,4,4,1
200501BS70251,1,11,0,7,0,8,0,0,0,0,1,1,1,2,8,8268,2,3,3,1
200501BS70251,2,5,0,18,0,8,0,0,0,0,3,1,15,1,7,599,1,4,9,1
200501BS70252,1,9,0,12,0,8,0,0,0,0,1,1,15,1,8,2793,1,8,10,1
200501BS70252,2,3,0,18,0,8,0,0,0,0,0,1,15,1,6,125,1,3,2,1
200501BS70253,1,5,0,18,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,2,1
200501BS70253,2,9,0,9,0,8,0,0,0,0,4,1,15,2,6,1242,1,4,10,1
200501BS70254,1,3,0,17,0,8,1,0,0,0,1,1,15,1,6,125,1,-1,-1,-1
200501BS70254,2,9,0,7,0,8,0,0,0,0,3,1,15,2,7,2979,1,-1,7,1
200501BS70255,1,19,0,7,0,8,0,0,0,0,0,1,1,1,8,2295,1,5,3,1
200501BS70255,2,11,0,18,0,8,0,0,0,0,0,1,1,1,6,7300,2,3,3,1
200501BS70256,1,4,0,18,0,8,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70258,1,1,0,18,0,8,0,0,0,0,3,1,15,1,5,-1,-1,-1,1,1
200501BS70258,2,9,0,7,0,8,0,0,0,0,4,1,15,1,-1,1580,1,11,-1,-1
200501BS70259,1,3,0,18,0,8,0,0,0,0,1,1,15,1,6,124,1,1,5,1
200501BS70259,2,1,0,9,0,8,0,0,0,0,3,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70260,1,3,0,13,0,1,0,0,0,0,1,1,15,1,5,124,1,1,4,1
200501BS70260,2,9,0,9,0,3,0,0,0,0,3,1,15,1,6,1390,1,10,3,1
200501BS70261,1,9,0,9,0,8,0,0,0,0,1,1,15,1,5,1598,1,-1,8,1
200501BS70261,2,1,0,18,0,8,0,0,0,0,3,1,15,1,6,-1,-1,-1,7,1
200501BS70262,1,9,0,9,0,8,0,0,0,0,1,1,15,1,7,1781,1,9,4,1
200501BS70262,2,3,0,13,0,8,0,0,0,0,1,1,15,1,7,124,1,2,5,1
200501BS70263,1,19,0,18,0,0,0,0,0,0,1,1,15,1,7,2151,2,5,9,1
200501BS70263,2,5,0,3,0,0,0,0,0,0,2,1,15,1,7,582,1,1,6,1
200501BS70264,1,9,0,18,0,8,0,0,0,0,4,1,15,1,6,1747,1,9,4,1
200501BS70264,2,9,0,18,0,8,0,0,0,0,1,1,15,1,7,1998,1,1,-1,-1
200501BS70266,1,1,0,15,0,1,0,0,0,0,1,1,15,1,5,-1,-1,-1,4,1
200501BS70266,2,8,0,9,0,1,0,0,0,0,4,1,15,1,7,-1,-1,-1,2,1
200501BS70267,1,9,0,9,0,2,0,0,0,0,1,1,15,2,6,1339,1,2,2,1
200501BS70267,2,9,0,18,0,2,0,0,0,0,2,1,15,1,6,1124,1,14,3,1
200501BS70268,1,11,0,4,0,0,0,0,0,0,4,1,1,1,8,7300,2,1,7,1
200501BS70269,1,2,0,13,0,1,0,0,0,0,1,1,15,1,6,50,1,3,7,1
200501BS70269,2,19,0,16,0,1,0,0,0,0,1,1,15,1,9,2494,2,3,1,1
200501BS70269,3,19,0,9,0,1,0,0,0,0,2,1,15,1,8,1998,2,1,10,1
200501BS70270,1,9,0,13,0,0,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70270,2,1,0,13,0,0,0,0,0,0,2,1,15,1,7,-1,-1,-1,-1,-1
200501BS70271,1,11,0,3,0,0,0,0,0,0,0,1,1,1,6,4250,2,3,2,1
200501BS70271,2,1,0,18,0,0,0,0,0,0,1,1,15,2,8,-1,-1,-1,3,1
200501BS70272,1,1,0,9,0,1,0,0,0,0,3,1,15,2,5,-1,-1,-1,4,1
200501BS70272,2,9,0,18,0,1,0,0,0,0,4,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70273,1,5,0,18,0,3,0,0,0,0,1,1,15,1,8,1084,1,10,6,1
200501BS70274,1,19,0,6,0,0,0,0,0,0,3,1,15,1,10,2402,2,2,3,1
200501BS70274,2,5,0,18,0,0,0,0,0,0,4,1,15,1,8,1171,1,1,9,1
200501BS70275,1,9,0,18,0,0,0,0,0,0,1,1,15,1,5,1598,1,3,4,1
200501BS70275,2,9,0,18,0,0,0,0,0,0,2,1,15,2,6,2494,1,1,5,1
200501BS70276,1,11,0,2,0,0,0,0,0,0,4,1,1,1,7,8300,2,5,1,1
200501BS70277,1,9,0,5,0,0,0,0,0,0,1,1,15,2,5,999,1,8,4,1
200501BS70277,2,3,0,18,0,0,0,0,0,0,1,1,15,1,8,125,1,4,5,1
200501BS70278,1,3,0,13,0,0,0,0,0,0,3,1,15,1,6,125,1,4,5,1
200501BS70278,2,3,0,18,0,0,0,0,0,0,3,1,15,1,-1,-1,-1,-1,3,1
200501BS70279,1,1,0,18,0,0,0,0,0,0,1,1,15,1,6,-1,-1,-1,3,1
200501BS70279,2,9,0,2,0,0,0,0,0,0,0,1,15,1,-1,-1,-1,-1,8,1
200501BS70280,1,9,0,18,0,8,0,0,0,0,1,1,15,2,-1,-1,-1,-1,3,1
200501BS70281,1,1,0,18,0,8,0,0,0,0,1,1,15,1,7,-1,-1,-1,3,1
200501BS70281,2,9,0,2,0,8,0,0,0,0,3,1,15,1,-1,2148,2,3,-1,-1
200501BS70282,1,2,0,18,0,0,0,0,0,0,1,1,15,1,6,49,1,2,3,1
200501BS70282,2,19,0,5,0,0,0,0,0,0,3,1,15,1,5,1681,2,12,8,1
200501BS70283,1,19,0,2,0,8,0,0,0,0,2,1,15,1,5,1997,2,1,4,1
200501BS70283,2,9,0,18,0,8,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70284,1,21,0,18,0,8,0,0,0,0,0,1,15,1,7,6370,2,3,10,1
200501BS70284,2,5,0,18,0,8,0,0,0,0,3,1,15,1,9,599,1,1,9,1
200501BS70285,1,3,0,18,0,8,0,0,0,0,3,1,15,1,4,124,1,-1,4,1
200501BS70285,2,9,0,9,0,8,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1
200501BS70286,1,5,0,18,0,8,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
200501BS70287,1,9,0,12,0,0,0,0,0,0,2,1,15,1,9,1998,2,-1,3,1
